抖音歌曲,#genre#
广东少儿高清,http://113.94.58.91:10010/rtp/239.77.0.250:5146
嘉佳卡通高清,http://113.94.58.91:10010/rtp/239.77.0.179:5146
南方购物-精选,http://113.94.58.91:10010/rtp/239.77.0.19:5146
岭南戏曲高清,http://113.94.58.91:10010/rtp/239.77.0.122:5146
现代教育高清,http://113.94.58.91:10010/rtp/239.77.0.213:5146
广东综艺 4K50p,http://113.94.58.91:10010/rtp/239.77.1.236:5146
广东综艺 宽色域(4k),http://113.94.58.91:10010/rtp/239.77.0.246:5146
广东综艺 宽色域AVS2(4k) (AVS2),http://113.94.58.91:10010/rtp/239.77.0.252:5146
广州综合高清,http://113.94.58.91:10010/rtp/239.253.43.71:5146
广州新闻高清,http://113.94.58.91:10010/rtp/239.253.43.72:5146
广州影视高清,http://113.94.58.91:10010/rtp/239.253.43.73:5146
广州法治高清,http://113.94.58.91:10010/rtp/239.253.43.74:5146
南国都市 4K,http://113.94.58.91:10010/rtp/239.253.43.99:5146
深圳卫视高清,http://113.94.58.91:10010/rtp/239.77.1.3:5146
深圳卫视高清,http://113.94.58.91:10010/rtp/239.77.1.148:5146
深圳卫视高清,http://113.94.58.91:10010/rtp/239.77.0.92:5146
深圳卫视超清,http://113.94.58.91:10010/rtp/239.77.0.130:5146
深圳都市频道高清,http://113.94.58.91:10010/rtp/239.77.1.176:5146
深圳都市频道高清,http://113.94.58.91:10010/rtp/239.77.1.124:5146
深圳电视剧频道高清,http://113.94.58.91:10010/rtp/239.77.1.177:5146
深圳电视剧频道高清,http://113.94.58.91:10010/rtp/239.77.1.125:5146
深圳财经生活高清,http://113.94.58.91:10010/rtp/239.77.1.242:5146
深圳娱乐频道高清,http://113.94.58.91:10010/rtp/239.77.1.243:5146
深圳体育健康高清,http://113.94.58.91:10010/rtp/239.77.1.128:5146
深圳体育健康高清,http://113.94.58.91:10010/rtp/239.77.1.140:5146
深圳少儿频道高清,http://113.94.58.91:10010/rtp/239.77.1.244:5146
深圳公共频道高清,http://113.94.58.91:10010/rtp/239.77.1.178:5146
深圳公共频道高清,http://113.94.58.91:10010/rtp/239.77.1.126:5146
深圳宝安频道高清,http://113.94.58.91:10010/rtp/239.77.1.67:5146
深圳龙岗频道高清,http://113.94.58.91:10010/rtp/239.77.1.223:5146
深圳东部频道高清,http://113.94.58.91:10010/rtp/239.77.1.224:5146
深圳众创TV高清,http://113.94.58.91:10010/rtp/239.77.1.247:5146
深圳宜和购物高清,http://113.94.58.91:10010/rtp/239.77.1.87:5146
韶关新闻综合高清,http://113.94.58.91:10010/rtp/239.77.0.117:5146
湛江新闻综合高清,http://113.94.58.91:10010/rtp/239.77.0.141:5146
湛江公共高清,http://113.94.58.91:10010/rtp/239.77.0.140:5146
揭阳综合高清,http://113.94.58.91:10010/rtp/239.77.0.229:5146
揭阳生活高清,http://113.94.58.91:10010/rtp/239.77.0.251:5146
汕尾新闻综合,http://113.94.58.91:10010/rtp/239.77.1.189:5146
汕尾新闻综合高清,http://113.94.58.91:10010/rtp/239.77.0.25:5146
汕尾文化生活高清,http://113.94.58.91:10010/rtp/239.77.0.187:5146
江门综合高清,http://113.94.58.91:10010/rtp/239.77.0.201:5146
江门侨乡生活高清,http://113.94.58.91:10010/rtp/239.77.0.202:5146
HZTV-1高清,http://113.94.58.91:10010/rtp/239.77.1.232:5146
HZTV-2高清,http://113.94.58.91:10010/rtp/239.77.1.233:5146
珠海-1高清,http://113.94.58.91:10010/rtp/239.77.0.155:5146
珠海-2高清,http://113.94.58.91:10010/rtp/239.77.0.154:5146
肇庆综合高清,http://113.94.58.91:10010/rtp/239.253.43.1:5146
肇庆生活服务高清,http://113.94.58.91:10010/rtp/239.253.43.2:5146
河源综合高清,http://113.94.58.91:10010/rtp/239.253.43.213:5146
河源公共高清,http://113.94.58.91:10010/rtp/239.253.43.214:5146
清远新闻综合高清,http://113.94.58.91:10010/rtp/239.253.43.33:5146
清远文旅生活高清,http://113.94.58.91:10010/rtp/239.253.43.34:5146
云浮综合高清,http://113.94.58.91:10010/rtp/239.77.0.253:5146
云浮文旅高清,http://113.94.58.91:10010/rtp/239.77.0.254:5146
茂名综合高清,http://113.94.58.91:10010/rtp/239.77.0.206:5146
茂名公共高清,http://113.94.58.91:10010/rtp/239.77.0.207:5146
汕头综合高清,http://113.94.58.91:10010/rtp/239.77.1.130:5146
汕头综合高清,http://113.94.58.91:10010/rtp/239.253.43.45:5146
汕头经济生活,http://113.94.58.91:10010/rtp/239.253.43.43:5146
汕头经济生活高清,http://113.94.58.91:10010/rtp/239.77.1.131:5146
汕头经济生活高清,http://113.94.58.91:10010/rtp/239.253.43.46:5146
汕头文旅体育高清,http://113.94.58.91:10010/rtp/239.77.1.132:5146
汕头文旅体育高清,http://113.94.58.91:10010/rtp/239.253.43.47:5146
佛山公共高清,http://113.94.58.91:10010/rtp/239.253.43.53:5146
佛山南海高清,http://113.94.58.91:10010/rtp/239.253.43.54:5146
佛山顺德高清,http://113.94.58.91:10010/rtp/239.253.43.55:5146
佛山影视高清,http://113.94.58.91:10010/rtp/239.253.43.56:5146
佛山综合高清,http://113.94.58.91:10010/rtp/239.253.43.57:5146
东莞新闻综合高清,http://113.94.58.91:10010/rtp/239.253.43.104:5146
东莞生活资讯高清,http://113.94.58.91:10010/rtp/239.253.43.105:5146
中山综合高清,http://113.94.58.91:10010/rtp/239.253.43.62:5146
香山文化高清,http://113.94.58.91:10010/rtp/239.253.43.63:5146
中山教育高清,http://113.94.58.91:10010/rtp/239.253.43.64:5146
潮州综合高清,http://113.94.58.91:10010/rtp/239.253.43.70:5146
潮州民生高清,http://113.94.58.91:10010/rtp/239.253.43.75:5146
徐闻综合高清,http://113.94.58.91:10010/rtp/239.253.43.112:5146
梅州-1高清,http://113.94.58.91:10010/rtp/239.253.43.123:5146
客家生活高清,http://113.94.58.91:10010/rtp/239.253.43.124:5146

广东电信3,#genre#
广东卫视高清,http://119.131.240.33:8000/rtp/239.77.1.19:5146
广东卫视高清,http://119.131.240.33:8000/rtp/239.77.1.152:5146
广东卫视高清,http://119.131.240.33:8000/rtp/239.77.0.84:5146
广东卫视超清,http://119.131.240.33:8000/rtp/239.77.0.166:5146
广东珠江高清,http://119.131.240.33:8000/rtp/239.77.0.1:5146
广东珠江超清,http://119.131.240.33:8000/rtp/239.77.0.114:5146
广东新闻高清,http://119.131.240.33:8000/rtp/239.77.0.173:5146
广东民生高清,http://119.131.240.33:8000/rtp/239.77.0.225:5146
广东体育（深圳）,http://119.131.240.33:8000/rtp/239.77.1.97:5146
广东体育高清-测试,http://119.131.240.33:8000/rtp/239.77.0.112:5146
广东体育超清,http://119.131.240.33:8000/rtp/239.77.0.168:5146
经济科教高清,http://119.131.240.33:8000/rtp/239.77.0.85:5146
经济科教超清,http://119.131.240.33:8000/rtp/239.77.0.167:5146
大湾区卫视高清,http://119.131.240.33:8000/rtp/239.77.0.215:5146
广东影视高清,http://119.131.240.33:8000/rtp/239.77.0.217:5146
广东少儿高清,http://119.131.240.33:8000/rtp/239.77.0.250:5146
嘉佳卡通高清,http://119.131.240.33:8000/rtp/239.77.0.179:5146
南方购物-精选,http://119.131.240.33:8000/rtp/239.77.0.19:5146
岭南戏曲高清,http://119.131.240.33:8000/rtp/239.77.0.122:5146
现代教育高清,http://119.131.240.33:8000/rtp/239.77.0.213:5146
广东综艺 4K50p,http://119.131.240.33:8000/rtp/239.77.1.236:5146
广东综艺 宽色域(4k),http://119.131.240.33:8000/rtp/239.77.0.246:5146
广东综艺 宽色域AVS2(4k) (AVS2),http://119.131.240.33:8000/rtp/239.77.0.252:5146
广州综合高清,http://119.131.240.33:8000/rtp/239.253.43.71:5146
广州新闻高清,http://119.131.240.33:8000/rtp/239.253.43.72:5146
广州影视高清,http://119.131.240.33:8000/rtp/239.253.43.73:5146
广州法治高清,http://119.131.240.33:8000/rtp/239.253.43.74:5146
南国都市 4K,http://119.131.240.33:8000/rtp/239.253.43.99:5146
深圳卫视高清,http://119.131.240.33:8000/rtp/239.77.1.3:5146
深圳卫视高清,http://119.131.240.33:8000/rtp/239.77.1.148:5146
深圳卫视高清,http://119.131.240.33:8000/rtp/239.77.0.92:5146
深圳卫视超清,http://119.131.240.33:8000/rtp/239.77.0.130:5146
深圳都市频道高清,http://119.131.240.33:8000/rtp/239.77.1.176:5146
深圳都市频道高清,http://119.131.240.33:8000/rtp/239.77.1.124:5146
深圳电视剧频道高清,http://119.131.240.33:8000/rtp/239.77.1.177:5146
深圳电视剧频道高清,http://119.131.240.33:8000/rtp/239.77.1.125:5146
深圳财经生活高清,http://119.131.240.33:8000/rtp/239.77.1.242:5146
深圳娱乐频道高清,http://119.131.240.33:8000/rtp/239.77.1.243:5146
深圳体育健康高清,http://119.131.240.33:8000/rtp/239.77.1.128:5146
深圳体育健康高清,http://119.131.240.33:8000/rtp/239.77.1.140:5146
深圳少儿频道高清,http://119.131.240.33:8000/rtp/239.77.1.244:5146
深圳公共频道高清,http://119.131.240.33:8000/rtp/239.77.1.178:5146
深圳公共频道高清,http://119.131.240.33:8000/rtp/239.77.1.126:5146
深圳宝安频道高清,http://119.131.240.33:8000/rtp/239.77.1.67:5146
深圳龙岗频道高清,http://119.131.240.33:8000/rtp/239.77.1.223:5146
深圳东部频道高清,http://119.131.240.33:8000/rtp/239.77.1.224:5146
深圳众创TV高清,http://119.131.240.33:8000/rtp/239.77.1.247:5146
深圳宜和购物高清,http://119.131.240.33:8000/rtp/239.77.1.87:5146
韶关新闻综合高清,http://119.131.240.33:8000/rtp/239.77.0.117:5146
湛江新闻综合高清,http://119.131.240.33:8000/rtp/239.77.0.141:5146
湛江公共高清,http://119.131.240.33:8000/rtp/239.77.0.140:5146
揭阳综合高清,http://119.131.240.33:8000/rtp/239.77.0.229:5146
揭阳生活高清,http://119.131.240.33:8000/rtp/239.77.0.251:5146
汕尾新闻综合,http://119.131.240.33:8000/rtp/239.77.1.189:5146
汕尾新闻综合高清,http://119.131.240.33:8000/rtp/239.77.0.25:5146
汕尾文化生活高清,http://119.131.240.33:8000/rtp/239.77.0.187:5146
江门综合高清,http://119.131.240.33:8000/rtp/239.77.0.201:5146
江门侨乡生活高清,http://119.131.240.33:8000/rtp/239.77.0.202:5146
HZTV-1高清,http://119.131.240.33:8000/rtp/239.77.1.232:5146
HZTV-2高清,http://119.131.240.33:8000/rtp/239.77.1.233:5146
珠海-1高清,http://119.131.240.33:8000/rtp/239.77.0.155:5146
珠海-2高清,http://119.131.240.33:8000/rtp/239.77.0.154:5146
肇庆综合高清,http://119.131.240.33:8000/rtp/239.253.43.1:5146
肇庆生活服务高清,http://119.131.240.33:8000/rtp/239.253.43.2:5146
河源综合高清,http://119.131.240.33:8000/rtp/239.253.43.213:5146
河源公共高清,http://119.131.240.33:8000/rtp/239.253.43.214:5146
清远新闻综合高清,http://119.131.240.33:8000/rtp/239.253.43.33:5146
清远文旅生活高清,http://119.131.240.33:8000/rtp/239.253.43.34:5146
云浮综合高清,http://119.131.240.33:8000/rtp/239.77.0.253:5146
云浮文旅高清,http://119.131.240.33:8000/rtp/239.77.0.254:5146
茂名综合高清,http://119.131.240.33:8000/rtp/239.77.0.206:5146
茂名公共高清,http://119.131.240.33:8000/rtp/239.77.0.207:5146
汕头综合高清,http://119.131.240.33:8000/rtp/239.77.1.130:5146
汕头综合高清,http://119.131.240.33:8000/rtp/239.253.43.45:5146
汕头经济生活,http://119.131.240.33:8000/rtp/239.253.43.43:5146
汕头经济生活高清,http://119.131.240.33:8000/rtp/239.77.1.131:5146
汕头经济生活高清,http://119.131.240.33:8000/rtp/239.253.43.46:5146
汕头文旅体育高清,http://119.131.240.33:8000/rtp/239.77.1.132:5146
汕头文旅体育高清,http://119.131.240.33:8000/rtp/239.253.43.47:5146
佛山公共高清,http://119.131.240.33:8000/rtp/239.253.43.53:5146
佛山南海高清,http://119.131.240.33:8000/rtp/239.253.43.54:5146
佛山顺德高清,http://119.131.240.33:8000/rtp/239.253.43.55:5146
佛山影视高清,http://119.131.240.33:8000/rtp/239.253.43.56:5146
佛山综合高清,http://119.131.240.33:8000/rtp/239.253.43.57:5146
东莞新闻综合高清,http://119.131.240.33:8000/rtp/239.253.43.104:5146
东莞生活资讯高清,http://119.131.240.33:8000/rtp/239.253.43.105:5146
中山综合高清,http://119.131.240.33:8000/rtp/239.253.43.62:5146
香山文化高清,http://119.131.240.33:8000/rtp/239.253.43.63:5146
中山教育高清,http://119.131.240.33:8000/rtp/239.253.43.64:5146
潮州综合高清,http://119.131.240.33:8000/rtp/239.253.43.70:5146
潮州民生高清,http://119.131.240.33:8000/rtp/239.253.43.75:5146
徐闻综合高清,http://119.131.240.33:8000/rtp/239.253.43.112:5146
梅州-1高清,http://119.131.240.33:8000/rtp/239.253.43.123:5146
客家生活高清,http://119.131.240.33:8000/rtp/239.253.43.124:5146

广东电信4,#genre#
广东卫视高清,http://183.30.201.231:10002/rtp/239.77.1.19:5146
广东卫视高清,http://183.30.201.231:10002/rtp/239.77.1.152:5146
广东卫视高清,http://183.30.201.231:10002/rtp/239.77.0.84:5146
广东卫视超清,http://183.30.201.231:10002/rtp/239.77.0.166:5146
广东珠江高清,http://183.30.201.231:10002/rtp/239.77.0.1:5146
广东珠江超清,http://183.30.201.231:10002/rtp/239.77.0.114:5146
广东新闻高清,http://183.30.201.231:10002/rtp/239.77.0.173:5146
广东民生高清,http://183.30.201.231:10002/rtp/239.77.0.225:5146
广东体育（深圳）,http://183.30.201.231:10002/rtp/239.77.1.97:5146
广东体育高清-测试,http://183.30.201.231:10002/rtp/239.77.0.112:5146
广东体育超清,http://183.30.201.231:10002/rtp/239.77.0.168:5146
经济科教高清,http://183.30.201.231:10002/rtp/239.77.0.85:5146
经济科教超清,http://183.30.201.231:10002/rtp/239.77.0.167:5146
大湾区卫视高清,http://183.30.201.231:10002/rtp/239.77.0.215:5146
广东影视高清,http://183.30.201.231:10002/rtp/239.77.0.217:5146
广东少儿高清,http://183.30.201.231:10002/rtp/239.77.0.250:5146
嘉佳卡通高清,http://183.30.201.231:10002/rtp/239.77.0.179:5146
南方购物-精选,http://183.30.201.231:10002/rtp/239.77.0.19:5146
岭南戏曲高清,http://183.30.201.231:10002/rtp/239.77.0.122:5146
现代教育高清,http://183.30.201.231:10002/rtp/239.77.0.213:5146
广东综艺 4K50p,http://183.30.201.231:10002/rtp/239.77.1.236:5146
广东综艺 宽色域(4k),http://183.30.201.231:10002/rtp/239.77.0.246:5146
广东综艺 宽色域AVS2(4k) (AVS2),http://183.30.201.231:10002/rtp/239.77.0.252:5146
广州综合高清,http://183.30.201.231:10002/rtp/239.253.43.71:5146
广州新闻高清,http://183.30.201.231:10002/rtp/239.253.43.72:5146
广州影视高清,http://183.30.201.231:10002/rtp/239.253.43.73:5146
广州法治高清,http://183.30.201.231:10002/rtp/239.253.43.74:5146
南国都市 4K,http://183.30.201.231:10002/rtp/239.253.43.99:5146
深圳卫视高清,http://183.30.201.231:10002/rtp/239.77.1.3:5146
深圳卫视高清,http://183.30.201.231:10002/rtp/239.77.1.148:5146
深圳卫视高清,http://183.30.201.231:10002/rtp/239.77.0.92:5146
深圳卫视超清,http://183.30.201.231:10002/rtp/239.77.0.130:5146
深圳都市频道高清,http://183.30.201.231:10002/rtp/239.77.1.176:5146
深圳都市频道高清,http://183.30.201.231:10002/rtp/239.77.1.124:5146
深圳电视剧频道高清,http://183.30.201.231:10002/rtp/239.77.1.177:5146
深圳电视剧频道高清,http://183.30.201.231:10002/rtp/239.77.1.125:5146
深圳财经生活高清,http://183.30.201.231:10002/rtp/239.77.1.242:5146
深圳娱乐频道高清,http://183.30.201.231:10002/rtp/239.77.1.243:5146
深圳体育健康高清,http://183.30.201.231:10002/rtp/239.77.1.128:5146
深圳体育健康高清,http://183.30.201.231:10002/rtp/239.77.1.140:5146
深圳少儿频道高清,http://183.30.201.231:10002/rtp/239.77.1.244:5146
深圳公共频道高清,http://183.30.201.231:10002/rtp/239.77.1.178:5146
深圳公共频道高清,http://183.30.201.231:10002/rtp/239.77.1.126:5146
深圳宝安频道高清,http://183.30.201.231:10002/rtp/239.77.1.67:5146
深圳龙岗频道高清,http://183.30.201.231:10002/rtp/239.77.1.223:5146
深圳东部频道高清,http://183.30.201.231:10002/rtp/239.77.1.224:5146
深圳众创TV高清,http://183.30.201.231:10002/rtp/239.77.1.247:5146
深圳宜和购物高清,http://183.30.201.231:10002/rtp/239.77.1.87:5146
韶关新闻综合高清,http://183.30.201.231:10002/rtp/239.77.0.117:5146
湛江新闻综合高清,http://183.30.201.231:10002/rtp/239.77.0.141:5146
湛江公共高清,http://183.30.201.231:10002/rtp/239.77.0.140:5146
揭阳综合高清,http://183.30.201.231:10002/rtp/239.77.0.229:5146
揭阳生活高清,http://183.30.201.231:10002/rtp/239.77.0.251:5146
汕尾新闻综合,http://183.30.201.231:10002/rtp/239.77.1.189:5146
汕尾新闻综合高清,http://183.30.201.231:10002/rtp/239.77.0.25:5146
汕尾文化生活高清,http://183.30.201.231:10002/rtp/239.77.0.187:5146
江门综合高清,http://183.30.201.231:10002/rtp/239.77.0.201:5146
江门侨乡生活高清,http://183.30.201.231:10002/rtp/239.77.0.202:5146
HZTV-1高清,http://183.30.201.231:10002/rtp/239.77.1.232:5146
HZTV-2高清,http://183.30.201.231:10002/rtp/239.77.1.233:5146
珠海-1高清,http://183.30.201.231:10002/rtp/239.77.0.155:5146
珠海-2高清,http://183.30.201.231:10002/rtp/239.77.0.154:5146
肇庆综合高清,http://183.30.201.231:10002/rtp/239.253.43.1:5146
肇庆生活服务高清,http://183.30.201.231:10002/rtp/239.253.43.2:5146
河源综合高清,http://183.30.201.231:10002/rtp/239.253.43.213:5146
河源公共高清,http://183.30.201.231:10002/rtp/239.253.43.214:5146
清远新闻综合高清,http://183.30.201.231:10002/rtp/239.253.43.33:5146
清远文旅生活高清,http://183.30.201.231:10002/rtp/239.253.43.34:5146
云浮综合高清,http://183.30.201.231:10002/rtp/239.77.0.253:5146
云浮文旅高清,http://183.30.201.231:10002/rtp/239.77.0.254:5146
茂名综合高清,http://183.30.201.231:10002/rtp/239.77.0.206:5146
茂名公共高清,http://183.30.201.231:10002/rtp/239.77.0.207:5146
汕头综合高清,http://183.30.201.231:10002/rtp/239.77.1.130:5146
汕头综合高清,http://183.30.201.231:10002/rtp/239.253.43.45:5146
汕头经济生活,http://183.30.201.231:10002/rtp/239.253.43.43:5146
汕头经济生活高清,http://183.30.201.231:10002/rtp/239.77.1.131:5146
汕头经济生活高清,http://183.30.201.231:10002/rtp/239.253.43.46:5146
汕头文旅体育高清,http://183.30.201.231:10002/rtp/239.77.1.132:5146
汕头文旅体育高清,http://183.30.201.231:10002/rtp/239.253.43.47:5146
佛山公共高清,http://183.30.201.231:10002/rtp/239.253.43.53:5146
佛山南海高清,http://183.30.201.231:10002/rtp/239.253.43.54:5146
佛山顺德高清,http://183.30.201.231:10002/rtp/239.253.43.55:5146
佛山影视高清,http://183.30.201.231:10002/rtp/239.253.43.56:5146
佛山综合高清,http://183.30.201.231:10002/rtp/239.253.43.57:5146
东莞新闻综合高清,http://183.30.201.231:10002/rtp/239.253.43.104:5146
东莞生活资讯高清,http://183.30.201.231:10002/rtp/239.253.43.105:5146
中山综合高清,http://183.30.201.231:10002/rtp/239.253.43.62:5146
香山文化高清,http://183.30.201.231:10002/rtp/239.253.43.63:5146
中山教育高清,http://183.30.201.231:10002/rtp/239.253.43.64:5146
潮州综合高清,http://183.30.201.231:10002/rtp/239.253.43.70:5146
潮州民生高清,http://183.30.201.231:10002/rtp/239.253.43.75:5146
徐闻综合高清,http://183.30.201.231:10002/rtp/239.253.43.112:5146
梅州-1高清,http://183.30.201.231:10002/rtp/239.253.43.123:5146
客家生活高清,http://183.30.201.231:10002/rtp/239.253.43.124:5146

广东电信5,#genre#
广东卫视高清,http://116.28.99.176:10001/rtp/239.77.1.19:5146
广东卫视高清,http://116.28.99.176:10001/rtp/239.77.1.152:5146
广东卫视高清,http://116.28.99.176:10001/rtp/239.77.0.84:5146
广东卫视超清,http://116.28.99.176:10001/rtp/239.77.0.166:5146
广东珠江高清,http://116.28.99.176:10001/rtp/239.77.0.1:5146
广东珠江超清,http://116.28.99.176:10001/rtp/239.77.0.114:5146
广东新闻高清,http://116.28.99.176:10001/rtp/239.77.0.173:5146
广东民生高清,http://116.28.99.176:10001/rtp/239.77.0.225:5146
广东体育（深圳）,http://116.28.99.176:10001/rtp/239.77.1.97:5146
广东体育高清-测试,http://116.28.99.176:10001/rtp/239.77.0.112:5146
广东体育超清,http://116.28.99.176:10001/rtp/239.77.0.168:5146
经济科教高清,http://116.28.99.176:10001/rtp/239.77.0.85:5146
经济科教超清,http://116.28.99.176:10001/rtp/239.77.0.167:5146
大湾区卫视高清,http://116.28.99.176:10001/rtp/239.77.0.215:5146
广东影视高清,http://116.28.99.176:10001/rtp/239.77.0.217:5146
广东少儿高清,http://116.28.99.176:10001/rtp/239.77.0.250:5146
嘉佳卡通高清,http://116.28.99.176:10001/rtp/239.77.0.179:5146
南方购物-精选,http://116.28.99.176:10001/rtp/239.77.0.19:5146
岭南戏曲高清,http://116.28.99.176:10001/rtp/239.77.0.122:5146
现代教育高清,http://116.28.99.176:10001/rtp/239.77.0.213:5146
广东综艺 4K50p,http://116.28.99.176:10001/rtp/239.77.1.236:5146
广东综艺 宽色域(4k),http://116.28.99.176:10001/rtp/239.77.0.246:5146
广东综艺 宽色域AVS2(4k) (AVS2),http://116.28.99.176:10001/rtp/239.77.0.252:5146
广州综合高清,http://116.28.99.176:10001/rtp/239.253.43.71:5146
广州新闻高清,http://116.28.99.176:10001/rtp/239.253.43.72:5146
广州影视高清,http://116.28.99.176:10001/rtp/239.253.43.73:5146
广州法治高清,http://116.28.99.176:10001/rtp/239.253.43.74:5146
南国都市 4K,http://116.28.99.176:10001/rtp/239.253.43.99:5146
深圳卫视高清,http://116.28.99.176:10001/rtp/239.77.1.3:5146
深圳卫视高清,http://116.28.99.176:10001/rtp/239.77.1.148:5146
深圳卫视高清,http://116.28.99.176:10001/rtp/239.77.0.92:5146
深圳卫视超清,http://116.28.99.176:10001/rtp/239.77.0.130:5146
深圳都市频道高清,http://116.28.99.176:10001/rtp/239.77.1.176:5146
深圳都市频道高清,http://116.28.99.176:10001/rtp/239.77.1.124:5146
深圳电视剧频道高清,http://116.28.99.176:10001/rtp/239.77.1.177:5146
深圳电视剧频道高清,http://116.28.99.176:10001/rtp/239.77.1.125:5146
深圳财经生活高清,http://116.28.99.176:10001/rtp/239.77.1.242:5146
深圳娱乐频道高清,http://116.28.99.176:10001/rtp/239.77.1.243:5146
深圳体育健康高清,http://116.28.99.176:10001/rtp/239.77.1.128:5146
深圳体育健康高清,http://116.28.99.176:10001/rtp/239.77.1.140:5146
深圳少儿频道高清,http://116.28.99.176:10001/rtp/239.77.1.244:5146
深圳公共频道高清,http://116.28.99.176:10001/rtp/239.77.1.178:5146
深圳公共频道高清,http://116.28.99.176:10001/rtp/239.77.1.126:5146
深圳宝安频道高清,http://116.28.99.176:10001/rtp/239.77.1.67:5146
深圳龙岗频道高清,http://116.28.99.176:10001/rtp/239.77.1.223:5146
深圳东部频道高清,http://116.28.99.176:10001/rtp/239.77.1.224:5146
深圳众创TV高清,http://116.28.99.176:10001/rtp/239.77.1.247:5146
深圳宜和购物高清,http://116.28.99.176:10001/rtp/239.77.1.87:5146
韶关新闻综合高清,http://116.28.99.176:10001/rtp/239.77.0.117:5146
湛江新闻综合高清,http://116.28.99.176:10001/rtp/239.77.0.141:5146
湛江公共高清,http://116.28.99.176:10001/rtp/239.77.0.140:5146
揭阳综合高清,http://116.28.99.176:10001/rtp/239.77.0.229:5146
揭阳生活高清,http://116.28.99.176:10001/rtp/239.77.0.251:5146
汕尾新闻综合,http://116.28.99.176:10001/rtp/239.77.1.189:5146
汕尾新闻综合高清,http://116.28.99.176:10001/rtp/239.77.0.25:5146
汕尾文化生活高清,http://116.28.99.176:10001/rtp/239.77.0.187:5146
江门综合高清,http://116.28.99.176:10001/rtp/239.77.0.201:5146
江门侨乡生活高清,http://116.28.99.176:10001/rtp/239.77.0.202:5146
HZTV-1高清,http://116.28.99.176:10001/rtp/239.77.1.232:5146
HZTV-2高清,http://116.28.99.176:10001/rtp/239.77.1.233:5146
珠海-1高清,http://116.28.99.176:10001/rtp/239.77.0.155:5146
珠海-2高清,http://116.28.99.176:10001/rtp/239.77.0.154:5146
肇庆综合高清,http://116.28.99.176:10001/rtp/239.253.43.1:5146
肇庆生活服务高清,http://116.28.99.176:10001/rtp/239.253.43.2:5146
河源综合高清,http://116.28.99.176:10001/rtp/239.253.43.213:5146
河源公共高清,http://116.28.99.176:10001/rtp/239.253.43.214:5146
清远新闻综合高清,http://116.28.99.176:10001/rtp/239.253.43.33:5146
清远文旅生活高清,http://116.28.99.176:10001/rtp/239.253.43.34:5146
云浮综合高清,http://116.28.99.176:10001/rtp/239.77.0.253:5146
云浮文旅高清,http://116.28.99.176:10001/rtp/239.77.0.254:5146
茂名综合高清,http://116.28.99.176:10001/rtp/239.77.0.206:5146
茂名公共高清,http://116.28.99.176:10001/rtp/239.77.0.207:5146
汕头综合高清,http://116.28.99.176:10001/rtp/239.77.1.130:5146
汕头综合高清,http://116.28.99.176:10001/rtp/239.253.43.45:5146
汕头经济生活,http://116.28.99.176:10001/rtp/239.253.43.43:5146
汕头经济生活高清,http://116.28.99.176:10001/rtp/239.77.1.131:5146
汕头经济生活高清,http://116.28.99.176:10001/rtp/239.253.43.46:5146
汕头文旅体育高清,http://116.28.99.176:10001/rtp/239.77.1.132:5146
汕头文旅体育高清,http://116.28.99.176:10001/rtp/239.253.43.47:5146
佛山公共高清,http://116.28.99.176:10001/rtp/239.253.43.53:5146
佛山南海高清,http://116.28.99.176:10001/rtp/239.253.43.54:5146
佛山顺德高清,http://116.28.99.176:10001/rtp/239.253.43.55:5146
佛山影视高清,http://116.28.99.176:10001/rtp/239.253.43.56:5146
佛山综合高清,http://116.28.99.176:10001/rtp/239.253.43.57:5146
东莞新闻综合高清,http://116.28.99.176:10001/rtp/239.253.43.104:5146
东莞生活资讯高清,http://116.28.99.176:10001/rtp/239.253.43.105:5146
中山综合高清,http://116.28.99.176:10001/rtp/239.253.43.62:5146
香山文化高清,http://116.28.99.176:10001/rtp/239.253.43.63:5146
中山教育高清,http://116.28.99.176:10001/rtp/239.253.43.64:5146
潮州综合高清,http://116.28.99.176:10001/rtp/239.253.43.70:5146
潮州民生高清,http://116.28.99.176:10001/rtp/239.253.43.75:5146
徐闻综合高清,http://116.28.99.176:10001/rtp/239.253.43.112:5146
梅州-1高清,http://116.28.99.176:10001/rtp/239.253.43.123:5146
客家生活高清,http://116.28.99.176:10001/rtp/239.253.43.124:5146

广东电信6,#genre#
广东卫视高清,http://113.65.94.196:10000/rtp/239.77.1.19:5146
广东卫视高清,http://113.65.94.196:10000/rtp/239.77.1.152:5146
广东卫视高清,http://113.65.94.196:10000/rtp/239.77.0.84:5146
广东卫视超清,http://113.65.94.196:10000/rtp/239.77.0.166:5146
广东珠江高清,http://113.65.94.196:10000/rtp/239.77.0.1:5146
广东珠江超清,http://113.65.94.196:10000/rtp/239.77.0.114:5146
广东新闻高清,http://113.65.94.196:10000/rtp/239.77.0.173:5146
广东民生高清,http://113.65.94.196:10000/rtp/239.77.0.225:5146
广东体育（深圳）,http://113.65.94.196:10000/rtp/239.77.1.97:5146
广东体育高清-测试,http://113.65.94.196:10000/rtp/239.77.0.112:5146
广东体育超清,http://113.65.94.196:10000/rtp/239.77.0.168:5146
经济科教高清,http://113.65.94.196:10000/rtp/239.77.0.85:5146
经济科教超清,http://113.65.94.196:10000/rtp/239.77.0.167:5146
