
酒店秒开,#genre#
陕西卫视,http://210.22.75.86:9901/tsfile/live/0136_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
天津卫视,http://210.22.75.86:9901/tsfile/live/0135_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
湖北卫视,http://210.22.75.86:9901/tsfile/live/0132_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
山东卫视,http://210.22.75.86:9901/tsfile/live/0131_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
安徽卫视,http://210.22.75.86:9901/tsfile/live/0130_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
湖南卫视,http://210.22.75.86:9901/tsfile/live/0128_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
深圳卫视,http://210.22.75.86:9901/tsfile/live/0126_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
艺术人文,http://210.22.75.86:9901/tsfile/live/1008_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
广东卫视,http://210.22.75.86:9901/tsfile/live/0125_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
浙江卫视,http://210.22.75.86:9901/tsfile/live/0124_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
四川卫视,http://210.22.75.86:9901/tsfile/live/0123_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
北京卫视,http://210.22.75.86:9901/tsfile/live/0122_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
辽宁卫视,http://210.22.75.86:9901/tsfile/live/0121_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
贵州卫视,http://210.22.75.86:9901/tsfile/live/0120_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
云南卫视,http://210.22.75.86:9901/tsfile/live/0119_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
山西卫视,http://210.22.75.86:9901/tsfile/live/0118_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
河北卫视,http://210.22.75.86:9901/tsfile/live/0117_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
吉林卫视,http://210.22.75.86:9901/tsfile/live/0116_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
重庆卫视,http://210.22.75.86:9901/tsfile/live/0142_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
第一财经,http://210.22.75.86:9901/tsfile/live/1009_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
财富天下,http://116.233.34.25:7777/tsfile/live/1040_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
五星体育,http://210.22.75.86:9901/tsfile/live/1010_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
金色学堂,http://116.233.34.25:7777/tsfile/live/1036_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
法治天地,http://116.233.34.25:7777/tsfile/live/1035_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
七彩戏剧,http://116.233.34.25:7777/tsfile/live/1034_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
上海教育台,http://116.233.34.25:7777/tsfile/live/1033_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
ICS频道,http://116.233.34.25:7777/tsfile/live/1032_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
东方财经,http://116.233.34.25:7777/tsfile/live/1031_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
五星体育,http://116.233.34.25:7777/tsfile/live/1030_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
第一财经,http://116.233.34.25:7777/tsfile/live/1029_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
东方影视,http://116.233.34.25:7777/tsfile/live/1028_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
纪实人文,http://116.233.34.25:7777/tsfile/live/1027_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
兵团卫视,http://122.224.58.42:85/tsfile/live/0115_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
都市频道,http://116.233.34.25:7777/tsfile/live/1026_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
东方卫视,http://116.233.34.25:7777/tsfile/live/0107_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
新闻综合,http://116.233.34.25:7777/tsfile/live/1025_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
新闻综合,http://210.22.75.86:9901/tsfile/live/1000_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
上海电视剧,http://210.22.75.86:9901/tsfile/live/0107_2.m3u8?key=Aikantv&t=1727357599$晚高峰卡
上海娱乐,http://210.22.75.86:9901/tsfile/live/0107_5.m3u8?key=Aikantv&t=1727357599$晚高峰卡
新闻综合,http://210.22.75.86:9901/tsfile/live/0107_4.m3u8?key=Aikantv&t=1727357599$晚高峰卡
纪实频道,http://210.22.75.86:9901/tsfile/live/0107_3.m3u8?key=Aikantv&t=1727357599$晚高峰卡
东方电影,http://210.22.75.86:9901/tsfile/live/1012_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
CCTV5+,http://122.224.58.42:85/tsfile/live/0016_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
CCTV5+,http://219.159.194.157:8181/tsfile/live/0016_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
CCTV5+,http://171.38.192.25:8088/tsfile/live/0011_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
CCTV5+,http://116.233.34.25:7777/tsfile/live/0016_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
CCTV5+,http://219.159.194.239:8181/tsfile/live/0016_1.m3u8?key=Aikantv&t=1727357599$晚高峰卡
CCTV1,http://120.238.148.3:8833/live1034.m3u8$晚高峰卡
CCTV2,http://120.238.148.3:8834/live1035.m3u8$晚高峰卡
CCTV3,http://120.238.148.3:8835/live1036.m3u8$晚高峰卡
CCTV4,http://120.238.148.3:8836/live1037.m3u8$晚高峰卡
CCTV5,http://120.238.148.3:8837/live1038.m3u8$晚高峰卡
CCTV6,http://120.238.148.3:8838/live1039.m3u8$晚高峰卡
CCTV7,http://120.238.148.3:8839/live1040.m3u8$晚高峰卡
CCTV8,http://120.238.148.3:8840/live1041.m3u8$晚高峰卡
CCTV9,http://120.238.148.3:8841/live1042.m3u8$晚高峰卡
CCTV10,http://120.238.148.3:8842/live1043.m3u8$晚高峰卡
CCTV11,http://120.238.148.3:8843/live1044.m3u8$晚高峰卡
CCTV12,http://120.238.148.3:8844/live1045.m3u8$晚高峰卡
CCTV13,http://120.238.148.3:8845/live1046.m3u8$晚高峰卡
CCTV14,http://120.238.148.3:8846/live1047.m3u8$晚高峰卡
CCTV15,http://120.238.148.3:8847/live1048.m3u8$晚高峰卡
CCTV17,http://120.238.148.3:8852/live1106.m3u8$晚高峰卡
新疆卫视,http://120.238.148.3:8879/live1080.m3u8$晚高峰卡
内蒙古,http://120.238.148.3:8881/live1082.m3u8$晚高峰卡
湛江公共,http://120.238.148.3:8898/live1099.m3u8$晚高峰卡
湛江综合,http://120.238.148.3:8897/live1098.m3u8$晚高峰卡
黑龙江,http://120.238.148.3:8892/live1093.m3u8$晚高峰卡
贵州卫视,http://120.238.148.3:8891/live1123.m3u8$晚高峰卡
国学频道,http://120.238.148.3:8890/live1091.m3u8$晚高峰卡
延边卫视,http://120.238.148.3:8853/live1054.m3u8$晚高峰卡
北京卫视,http://120.238.148.3:8889/live1121.m3u8$晚高峰卡
辽宁卫视,http://120.238.148.3:8888/live1122.m3u8$晚高峰卡
珠海-1,http://120.238.148.3:8887/live1088.m3u8$晚高峰卡
吉林卫视,http://120.238.148.3:8886/live1119.m3u8$晚高峰卡
安徽卫视,http://120.238.148.3:8883/live1084.m3u8$晚高峰卡
广西卫视,http://120.238.148.3:8882/live1083.m3u8$晚高峰卡
青海卫视,http://120.238.148.3:8880/live1081.m3u8$晚高峰卡
深圳卫视,http://120.238.148.3:8878/live1079.m3u8$晚高峰卡
湖北卫视,http://120.238.148.3:8857/live1115.m3u8$晚高峰卡
甘肃卫视,http://120.238.148.3:8859/live1116.m3u8$晚高峰卡
三沙卫视,http://120.238.148.3:8860/live1061.m3u8$晚高峰卡
河北卫视,http://120.238.148.3:8862/live1117.m3u8$晚高峰卡
尾倒阳西综合,http://120.238.148.3:8865/live1126.m3u8$晚高峰卡
电影,http://120.238.148.3:8866/live1067.m3u8$晚高峰卡
电影一,http://120.238.148.3:8867/live1068.m3u8$晚高峰卡
法治,http://120.238.148.3:8871/live1072.m3u8$晚高峰卡
宁夏,http://120.238.148.3:8874/live1075.m3u8$晚高峰卡
陕西卫视,http://120.238.148.3:8875/live1076.m3u8$晚高峰卡
天津卫视,http://120.238.148.3:8876/live1118.m3u8$晚高峰卡
山东卫视,http://120.238.148.3:8877/live1102.m3u8$晚高峰卡
珠海-2,http://120.238.148.3:8869/live1070.m3u8$晚高峰卡
珠江台,http://120.238.148.3:8800/live1001.m3u8$晚高峰卡
广东民生,http://120.238.148.3:8801/live1002.m3u8$晚高峰卡
移动频道,http://120.238.148.3:8815/live1016.m3u8$晚高峰卡
广东卫视,http://120.238.148.3:8802/live1003.m3u8$晚高峰卡
广东新闻,http://120.238.148.3:8803/live1004.m3u8$晚高峰卡
广东体育,http://120.238.148.3:8804/live1005.m3u8$晚高峰卡
重庆卫视,http://120.238.148.3:8805/live1112.m3u8$晚高峰卡
广东经济科教,http://120.238.148.3:8806/live1007.m3u8$晚高峰卡
大弯区卫视,http://120.238.148.3:8807/live1008.m3u8$晚高峰卡
广东影视,http://120.238.148.3:8808/live1009.m3u8$晚高峰卡
TVS-5广东少儿,http://120.238.148.3:8809/live1010.m3u8$晚高峰卡
嘉佳卡通,http://120.238.148.3:8810/live1011.m3u8$晚高峰卡
尾倒阳江1,http://120.238.148.3:8812/live1104.m3u8$晚高峰卡
岭南戏曲,http://120.238.148.3:8813/live1014.m3u8$晚高峰卡
现代教育,http://120.238.148.3:8814/live1015.m3u8$晚高峰卡
湖南卫视,http://120.238.148.3:8816/live1017.m3u8$晚高峰卡
哈哈炫动,http://120.238.148.3:8831/live1032.m3u8$晚高峰卡
浙江卫视,http://120.238.148.3:8817/live1018.m3u8$晚高峰卡
江苏卫视,http://120.238.148.3:8818/live1019.m3u8$晚高峰卡
东方卫视,http://120.238.148.3:8819/live1020.m3u8$晚高峰卡
厦门卫视,http://120.238.148.3:8820/live1021.m3u8$晚高峰卡
江西卫视,http://120.238.148.3:8821/live1022.m3u8$晚高峰卡
四川卫视,http://120.238.148.3:8822/live1023.m3u8$晚高峰卡
河南卫视,http://120.238.148.3:8823/live1024.m3u8$晚高峰卡
云南卫视,http://120.238.148.3:8824/live1025.m3u8$晚高峰卡
东南卫视,http://120.238.148.3:8825/live1026.m3u8$晚高峰卡
山西卫视,http://120.238.148.3:8827/live1028.m3u8$晚高峰卡
海南卫视,http://120.238.148.3:8828/live1029.m3u8$晚高峰卡
北京少儿,http://120.238.148.3:8829/live1030.m3u8$晚高峰卡
金鹰卡通,http://120.238.148.3:8830/live1031.m3u8$晚高峰卡
西藏卫视,http://120.238.148.3:8899/live1100.m3u8$晚高峰卡
极速频道,#genre#
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=1&time=20240926215313&ip=111.229.253.40
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=2&time=20240926215313&ip=111.229.253.40
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=4&time=20240926215313&ip=111.229.253.40
TVB Plus,https://cdn.iptv8k.top/dl/jrys.php?id=5&time=20240926215313&ip=111.229.253.40
TVB Plus,https://cdn.iptv8k.top/dl/jrys.php?id=6&time=20240926215313&ip=111.229.253.40
TVB Plus,https://cdn.iptv8k.top/dl/jrys.php?id=7&time=20240926215313&ip=111.229.253.40
TVB Plus,https://cdn.iptv8k.top/dl/jrys.php?id=8&time=20240926215313&ip=111.229.253.40
TVB无线新闻台,https://cdn.iptv8k.top/dl/jrys.php?id=9&time=20240926215313&ip=111.229.253.40
TVB无线新闻台,https://cdn.iptv8k.top/dl/jrys.php?id=10&time=20240926215313&ip=111.229.253.40
TVB明珠台,https://cdn.iptv8k.top/dl/jrys.php?id=11&time=20240926215313&ip=111.229.253.40
TVB明珠台,https://cdn.iptv8k.top/dl/jrys.php?id=12&time=20240926215313&ip=111.229.253.40
TVB生活台,https://cdn.iptv8k.top/dl/jrys.php?id=13&time=20240926215313&ip=111.229.253.40
TVB星河频道,https://cdn.iptv8k.top/dl/jrys.php?id=14&time=20240926215313&ip=111.229.253.40
TVB星河频道,https://cdn.iptv8k.top/dl/jrys.php?id=15&time=20240926215313&ip=111.229.253.40
凤凰资讯台,https://cdn.iptv8k.top/dl/jrys.php?id=16&time=20240926215313&ip=111.229.253.40
凤凰香港台,https://cdn.iptv8k.top/dl/jrys.php?id=17&time=20240926215313&ip=111.229.253.40
凤凰香港台,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
凤凰中文台,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
凤凰中文台,https://cdn.iptv8k.top/dl/jrys.php?id=20&time=20240926215313&ip=111.229.253.40
星空卫视,https://cdn.iptv8k.top/dl/jrys.php?id=21&time=20240926215313&ip=111.229.253.40
TVB1,https://cdn.iptv8k.top/dl/jrys.php?id=22&time=20240926215313&ip=111.229.253.40
TVBJ1,https://cdn.iptv8k.top/dl/jrys.php?id=23&time=20240926215313&ip=111.229.253.40
TVBJ1,https://cdn.iptv8k.top/dl/jrys.php?id=24&time=20240926215313&ip=111.229.253.40
TVB Drama 翡翠劇集台,https://cdn.iptv8k.top/dl/jrys.php?id=25&time=20240926215313&ip=111.229.253.40
POP C,https://cdn.iptv8k.top/dl/jrys.php?id=26&time=20240926215313&ip=111.229.253.40
POP C,https://cdn.iptv8k.top/dl/jrys.php?id=27&time=20240926215313&ip=111.229.253.40
Now爆谷台,https://cdn.iptv8k.top/dl/jrys.php?id=28&time=20240926215313&ip=111.229.253.40
Now爆谷台,https://cdn.iptv8k.top/dl/jrys.php?id=29&time=20240926215313&ip=111.229.253.40
Now爆谷星影台,https://cdn.iptv8k.top/dl/jrys.php?id=30&time=20240926215313&ip=111.229.253.40
Now爆谷星影台,https://cdn.iptv8k.top/dl/jrys.php?id=31&time=20240926215313&ip=111.229.253.40
Now華劇台,https://cdn.iptv8k.top/dl/jrys.php?id=32&time=20240926215313&ip=111.229.253.40
Now華劇台,https://cdn.iptv8k.top/dl/jrys.php?id=33&time=20240926215313&ip=111.229.253.40
Now劇集台,https://cdn.iptv8k.top/dl/jrys.php?id=34&time=20240926215313&ip=111.229.253.40
Now劇集台,https://cdn.iptv8k.top/dl/jrys.php?id=35&time=20240926215313&ip=111.229.253.40
Now新闻台,https://cdn.iptv8k.top/dl/jrys.php?id=36&time=20240926215313&ip=111.229.253.40
Now新闻台,https://cdn.iptv8k.top/dl/jrys.php?id=37&time=20240926215313&ip=111.229.253.40
Now直播台,https://cdn.iptv8k.top/dl/jrys.php?id=38&time=20240926215313&ip=111.229.253.40
Now财经台,https://cdn.iptv8k.top/dl/jrys.php?id=39&time=20240926215313&ip=111.229.253.40
Now财经台,https://cdn.iptv8k.top/dl/jrys.php?id=40&time=20240926215313&ip=111.229.253.40
NowJelli紫金国际,https://cdn.iptv8k.top/dl/jrys.php?id=41&time=20240926215313&ip=111.229.253.40
NowSports1,https://cdn.iptv8k.top/dl/jrys.php?id=42&time=20240926215313&ip=111.229.253.40
NowSports2,https://cdn.iptv8k.top/dl/jrys.php?id=43&time=20240926215313&ip=111.229.253.40
NowSports3,https://cdn.iptv8k.top/dl/jrys.php?id=44&time=20240926215313&ip=111.229.253.40
NowSports4,https://cdn.iptv8k.top/dl/jrys.php?id=45&time=20240926215313&ip=111.229.253.40
NowSports5,https://cdn.iptv8k.top/dl/jrys.php?id=46&time=20240926215313&ip=111.229.253.40
NowSports6,https://cdn.iptv8k.top/dl/jrys.php?id=47&time=20240926215313&ip=111.229.253.40
NowSports7,https://cdn.iptv8k.top/dl/jrys.php?id=48&time=20240926215313&ip=111.229.253.40
NowSports641,https://cdn.iptv8k.top/dl/jrys.php?id=49&time=20240926215313&ip=111.229.253.40
NowSports英超1台,https://cdn.iptv8k.top/dl/jrys.php?id=50&time=20240926215313&ip=111.229.253.40
NowSports英超2台,https://cdn.iptv8k.top/dl/jrys.php?id=51&time=20240926215313&ip=111.229.253.40
NowSports英超3台,https://cdn.iptv8k.top/dl/jrys.php?id=52&time=20240926215313&ip=111.229.253.40
NowSports英超4台,https://cdn.iptv8k.top/dl/jrys.php?id=53&time=20240926215313&ip=111.229.253.40
NowSports英超5台,https://cdn.iptv8k.top/dl/jrys.php?id=54&time=20240926215313&ip=111.229.253.40
NowSports英超6台,https://cdn.iptv8k.top/dl/jrys.php?id=55&time=20240926215313&ip=111.229.253.40
bEINSports1,https://cdn.iptv8k.top/dl/jrys.php?id=56&time=20240926215313&ip=111.229.253.40
bEINSports2,https://cdn.iptv8k.top/dl/jrys.php?id=57&time=20240926215313&ip=111.229.253.40
Now630体育台,https://cdn.iptv8k.top/dl/jrys.php?id=58&time=20240926215313&ip=111.229.253.40
NBA TV,https://cdn.iptv8k.top/dl/jrys.php?id=59&time=20240926215313&ip=111.229.253.40
澳门莲花,https://cdn.iptv8k.top/dl/jrys.php?id=60&time=20240926215313&ip=111.229.253.40
澳门莲花,https://cdn.iptv8k.top/dl/jrys.php?id=61&time=20240926215313&ip=111.229.253.40
澳门莲花,https://cdn.iptv8k.top/dl/jrys.php?id=62&time=20240926215313&ip=111.229.253.40
TVB功夫台,https://cdn.iptv8k.top/dl/jrys.php?id=63&time=20240926215313&ip=111.229.253.40
WOW TV,https://cdn.iptv8k.top/dl/jrys.php?id=64&time=20240926215313&ip=111.229.253.40
KTSF26美国旧金山,https://cdn.iptv8k.top/dl/jrys.php?id=65&time=20240926215313&ip=111.229.253.40
KR ALL TV,https://cdn.iptv8k.top/dl/jrys.php?id=66&time=20240926215313&ip=111.229.253.40
中国电影频道,https://cdn.iptv8k.top/dl/jrys.php?id=67&time=20240926215313&ip=111.229.253.40
中国电影频道,https://cdn.iptv8k.top/dl/jrys.php?id=68&time=20240926215313&ip=111.229.253.40
Thrill,https://cdn.iptv8k.top/dl/jrys.php?id=69&time=20240926215313&ip=111.229.253.40
天映经典,https://cdn.iptv8k.top/dl/jrys.php?id=70&time=20240926215313&ip=111.229.253.40
天映经典,https://cdn.iptv8k.top/dl/jrys.php?id=71&time=20240926215313&ip=111.229.253.40
HOY 76,https://cdn.iptv8k.top/dl/jrys.php?id=72&time=20240926215313&ip=111.229.253.40
HOY 77,https://cdn.iptv8k.top/dl/jrys.php?id=73&time=20240926215313&ip=111.229.253.40
HOY 77,https://cdn.iptv8k.top/dl/jrys.php?id=74&time=20240926215313&ip=111.229.253.40
HOY 78,https://cdn.iptv8k.top/dl/jrys.php?id=75&time=20240926215313&ip=111.229.253.40
HOY 78,https://cdn.iptv8k.top/dl/jrys.php?id=76&time=20240926215313&ip=111.229.253.40
無線衛星亞洲台,https://cdn.iptv8k.top/dl/jrys.php?id=77&time=20240926215313&ip=111.229.253.40
ViuTV,https://cdn.iptv8k.top/dl/jrys.php?id=78&time=20240926215313&ip=111.229.253.40
ViuTV,https://cdn.iptv8k.top/dl/jrys.php?id=79&time=20240926215313&ip=111.229.253.40
ViuTV,https://cdn.iptv8k.top/dl/jrys.php?id=80&time=20240926215313&ip=111.229.253.40
ViuTV6,https://cdn.iptv8k.top/dl/jrys.php?id=81&time=20240926215313&ip=111.229.253.40
ViuTV6,https://cdn.iptv8k.top/dl/jrys.php?id=82&time=20240926215313&ip=111.229.253.40
RTHK 31,https://cdn.iptv8k.top/dl/jrys.php?id=83&time=20240926215313&ip=111.229.253.40
RTHK 31,https://cdn.iptv8k.top/dl/jrys.php?id=84&time=20240926215313&ip=111.229.253.40
RTHK 32,https://cdn.iptv8k.top/dl/jrys.php?id=85&time=20240926215313&ip=111.229.253.40
RTHK 32,https://cdn.iptv8k.top/dl/jrys.php?id=86&time=20240926215313&ip=111.229.253.40
RTHK 32,https://cdn.iptv8k.top/dl/jrys.php?id=87&time=20240926215313&ip=111.229.253.40
RTHK 33,https://cdn.iptv8k.top/dl/jrys.php?id=88&time=20240926215313&ip=111.229.253.40
RTHK 34,https://cdn.iptv8k.top/dl/jrys.php?id=89&time=20240926215313&ip=111.229.253.40
RTHK 36,https://cdn.iptv8k.top/dl/jrys.php?id=90&time=20240926215313&ip=111.229.253.40
城市电视,https://cdn.iptv8k.top/dl/jrys.php?id=91&time=20240926215313&ip=111.229.253.40
中旺电视,https://cdn.iptv8k.top/dl/jrys.php?id=92&time=20240926215313&ip=111.229.253.40
FashionBox,https://cdn.iptv8k.top/dl/jrys.php?id=93&time=20240926215313&ip=111.229.253.40
tvN,https://cdn.iptv8k.top/dl/jrys.php?id=94&time=20240926215313&ip=111.229.253.40
tvN,https://cdn.iptv8k.top/dl/jrys.php?id=95&time=20240926215313&ip=111.229.253.40
ROCK超级娱乐,https://cdn.iptv8k.top/dl/jrys.php?id=96&time=20240926215313&ip=111.229.253.40
ROCK综艺娱乐,https://cdn.iptv8k.top/dl/jrys.php?id=97&time=20240926215313&ip=111.229.253.40
神州新闻台,https://cdn.iptv8k.top/dl/jrys.php?id=98&time=20240926215313&ip=111.229.253.40
神州新闻台,https://cdn.iptv8k.top/dl/jrys.php?id=99&time=20240926215313&ip=111.229.253.40
HKC18台,https://cdn.iptv8k.top/dl/jrys.php?id=100&time=20240926215313&ip=111.229.253.40
HKC18台,https://cdn.iptv8k.top/dl/jrys.php?id=101&time=20240926215313&ip=111.229.253.40
黄金翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=102&time=20240926215313&ip=111.229.253.40
黄金翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=103&time=20240926215313&ip=111.229.253.40
C18跑马,https://cdn.iptv8k.top/dl/jrys.php?id=104&time=20240926215313&ip=111.229.253.40
C18跑马,https://cdn.iptv8k.top/dl/jrys.php?id=105&time=20240926215313&ip=111.229.253.40
千禧经典台,https://cdn.iptv8k.top/dl/jrys.php?id=106&time=20240926215313&ip=111.229.253.40
MyTV千禧经典台,https://cdn.iptv8k.top/dl/jrys.php?id=107&time=20240926215313&ip=111.229.253.40
亚洲剧台,https://cdn.iptv8k.top/dl/jrys.php?id=108&time=20240926215313&ip=111.229.253.40
亚洲剧台,https://cdn.iptv8k.top/dl/jrys.php?id=109&time=20240926215313&ip=111.229.253.40
亚洲剧台,https://cdn.iptv8k.top/dl/jrys.php?id=110&time=20240926215313&ip=111.229.253.40
华语剧台,https://cdn.iptv8k.top/dl/jrys.php?id=111&time=20240926215313&ip=111.229.253.40
华语剧台,https://cdn.iptv8k.top/dl/jrys.php?id=112&time=20240926215313&ip=111.229.253.40
华语剧台,https://cdn.iptv8k.top/dl/jrys.php?id=113&time=20240926215313&ip=111.229.253.40
Kix,https://cdn.iptv8k.top/dl/jrys.php?id=114&time=20240926215313&ip=111.229.253.40
TVB娱乐新闻,https://cdn.iptv8k.top/dl/jrys.php?id=115&time=20240926215313&ip=111.229.253.40
TVB娱乐新闻,https://cdn.iptv8k.top/dl/jrys.php?id=116&time=20240926215313&ip=111.229.253.40
TVB娱乐新闻,https://cdn.iptv8k.top/dl/jrys.php?id=117&time=20240926215313&ip=111.229.253.40
TVB娱乐新闻,https://cdn.iptv8k.top/dl/jrys.php?id=118&time=20240926215313&ip=111.229.253.40
亚洲综合娱乐台,https://cdn.iptv8k.top/dl/jrys.php?id=119&time=20240926215313&ip=111.229.253.40
黃金華劇台,https://cdn.iptv8k.top/dl/jrys.php?id=120&time=20240926215313&ip=111.229.253.40
黃金華劇台,https://cdn.iptv8k.top/dl/jrys.php?id=121&time=20240926215313&ip=111.229.253.40
TVBSuperFree,https://cdn.iptv8k.top/dl/jrys.php?id=122&time=20240926215313&ip=111.229.253.40
TVBSuperFree,https://cdn.iptv8k.top/dl/jrys.php?id=123&time=20240926215313&ip=111.229.253.40
TVBSuperFree,https://cdn.iptv8k.top/dl/jrys.php?id=124&time=20240926215313&ip=111.229.253.40
戏曲台,https://cdn.iptv8k.top/dl/jrys.php?id=125&time=20240926215313&ip=111.229.253.40
戏曲台,https://cdn.iptv8k.top/dl/jrys.php?id=126&time=20240926215313&ip=111.229.253.40
Hands UP,https://cdn.iptv8k.top/dl/jrys.php?id=127&time=20240926215313&ip=111.229.253.40
Hands UP,https://cdn.iptv8k.top/dl/jrys.php?id=128&time=20240926215313&ip=111.229.253.40
Hands UP,https://cdn.iptv8k.top/dl/jrys.php?id=129&time=20240926215313&ip=111.229.253.40
NickJr儿童频道,https://cdn.iptv8k.top/dl/jrys.php?id=130&time=20240926215313&ip=111.229.253.40
DreamWorks,https://cdn.iptv8k.top/dl/jrys.php?id=131&time=20240926215313&ip=111.229.253.40
粤语片台,https://cdn.iptv8k.top/dl/jrys.php?id=132&time=20240926215313&ip=111.229.253.40
美亚电影,https://cdn.iptv8k.top/dl/jrys.php?id=133&time=20240926215313&ip=111.229.253.40
美亚电影,https://cdn.iptv8k.top/dl/jrys.php?id=134&time=20240926215313&ip=111.229.253.40
美亚电影,https://cdn.iptv8k.top/dl/jrys.php?id=135&time=20240926215313&ip=111.229.253.40
美亚电影,https://cdn.iptv8k.top/dl/jrys.php?id=136&time=20240926215313&ip=111.229.253.40
美亚电影,https://cdn.iptv8k.top/dl/jrys.php?id=137&time=20240926215313&ip=111.229.253.40
HBO,https://cdn.iptv8k.top/dl/jrys.php?id=138&time=20240926215313&ip=111.229.253.40
HBO,https://cdn.iptv8k.top/dl/jrys.php?id=139&time=20240926215313&ip=111.229.253.40
AXN,https://cdn.iptv8k.top/dl/jrys.php?id=140&time=20240926215313&ip=111.229.253.40
AXN,https://cdn.iptv8k.top/dl/jrys.php?id=141&time=20240926215313&ip=111.229.253.40
MovieMovie,https://cdn.iptv8k.top/dl/jrys.php?id=142&time=20240926215313&ip=111.229.253.40
Animax,https://cdn.iptv8k.top/dl/jrys.php?id=143&time=20240926215313&ip=111.229.253.40
Animax,https://cdn.iptv8k.top/dl/jrys.php?id=144&time=20240926215313&ip=111.229.253.40
Animax,https://cdn.iptv8k.top/dl/jrys.php?id=145&time=20240926215313&ip=111.229.253.40
Love Nature,https://cdn.iptv8k.top/dl/jrys.php?id=146&time=20240926215313&ip=111.229.253.40
Love Nature,https://cdn.iptv8k.top/dl/jrys.php?id=147&time=20240926215313&ip=111.229.253.40
CreationTV,https://cdn.iptv8k.top/dl/jrys.php?id=148&time=20240926215313&ip=111.229.253.40
Mezzo Live,https://cdn.iptv8k.top/dl/jrys.php?id=149&time=20240926215313&ip=111.229.253.40
mySUPER直播足球3台,https://cdn.iptv8k.top/dl/jrys.php?id=150&time=20240926215313&ip=111.229.253.40
mySUPER直播足球4台,https://cdn.iptv8k.top/dl/jrys.php?id=151&time=20240926215313&ip=111.229.253.40
mySUPER直播足球5台,https://cdn.iptv8k.top/dl/jrys.php?id=152&time=20240926215313&ip=111.229.253.40
中视,https://cdn.iptv8k.top/dl/jrys.php?id=153&time=20240926215313&ip=111.229.253.40
中视,https://cdn.iptv8k.top/dl/jrys.php?id=154&time=20240926215313&ip=111.229.253.40
中视新闻,https://cdn.iptv8k.top/dl/jrys.php?id=155&time=20240926215313&ip=111.229.253.40
中视新闻,https://cdn.iptv8k.top/dl/jrys.php?id=156&time=20240926215313&ip=111.229.253.40
中视菁采,https://cdn.iptv8k.top/dl/jrys.php?id=157&time=20240926215313&ip=111.229.253.40
公视,https://cdn.iptv8k.top/dl/jrys.php?id=158&time=20240926215313&ip=111.229.253.40
